split_name,feature_setting,feature,group,correlation,monotonicity,robustness,total_score
cross_train_C1_C3_test_C2,selected_top60,h_wpt_l3_b3_energy_ratio,wavelet,0.6058455309116807,0.029269385129592845,0.9598145581675377,0.4106119753244313
cross_train_C1_C3_test_C2,selected_top60,h_wpt_l3_b1_rms,wavelet,0.5752000071906358,0.06331119796348275,0.9661013916406032,0.4095346219447713
cross_train_C1_C3_test_C2,selected_top60,h_wpt_l3_b8_rms,wavelet,0.5642756406659508,0.07589586938437508,0.9676892762407433,0.4092650957107998
cross_train_C1_C3_test_C2,selected_top60,h_spectral_entropy,frequency,0.604539181895191,0.019230811502548264,0.987541131302873,0.4087160286789021
cross_train_C1_C3_test_C2,selected_top60,v_band_ratio_10k_nyquist,frequency,0.5907530018723381,0.04385464017882508,0.9470644772372477,0.4076248047314239
cross_train_C1_C3_test_C2,selected_top60,h_wpt_l3_b7_rms,wavelet,0.5662585352461086,0.06633236412791385,0.9675780898531313,0.406420022259533
cross_train_C1_C3_test_C2,selected_top60,v_wpt_l3_b3_rms,wavelet,0.5358714442471881,0.0984657208911526,0.9724765364049126,0.4045696641205464
cross_train_C1_C3_test_C2,selected_top60,v_wpt_l3_b4_rms,wavelet,0.5575285038874717,0.05976352170850809,0.9749250455053402,0.4001621651776731
cross_train_C1_C3_test_C2,selected_top60,v_wpt_l3_b6_energy_ratio,wavelet,0.5775835642525972,0.03730124906307919,0.9579261792406198,0.3995048996755922
cross_train_C1_C3_test_C2,selected_top60,v_wav_cd1_energy,wavelet,0.5236340212066137,0.08753281107882349,0.9489424244117612,0.39172437747601235
